"Round ID","Tournament Name","Team One","Team Two"
1292,"English Premier League","Irens","Small"
5382,"A 2012 USBC Semifinal","Nickell","Milner"
949,"BBO1-14th World Youth Teams","NETHERLANDS","ISRAEL"
3924,"BBO3 - Euro Teams 2012","Wales","Netherlands"
1135,"Camrose 2009","England","Scotland"
1432,"6th EOBC-BBO5-Mixed Teams","ALERTPLUS","DESPERATE BW"
1459,"Asean Bridge Club Championship","Mitra Buana","Gabrial UI"
1730,"USBF QTR FINALS","Nickell","Cayne"
1828,"Bermuda Bowl 2007","ITALY","SOUTH AFRICA"
3112,"Selection Pekin 2008","PILON","QUANTIN"
1099,"China-France Lady Match 2","China Lady","France Lady"
2602,"White House Juniors","Poland U25","Denmark"
3859,"BBO1-2015WBTC-BB","AUSTRALIA","POLAND"
4313,"41st WBTC-BBO6-VC","JAPAN","ENGLAND"
2598,"Sanchen Cup Beijing 2008","Xinyuan","Hengsha"
5261,"2009 Spingold Semi-final A","Lynch","Meltzer"
61,"Hong Kong Inter-city Championship 2006","GZ Orange","Buddies"
1812,"Sao Paulo 2009","USA 2","NETHERLANDS"
1031,"Lederer 2007","Young Chelsea","Crockfords"
4472,"Champions' Cup 2013","G.S.ALLEGRA","HINDEN"
3047,"Tallinn Festival","Sweden","Russian Ladies"
596,"Gold Cup 2008","Collins","De Botton"
1227,"English Open Trials","Townsend","Sandqvist"
4607,"COPPA ITALIA MEN","TCP ANGELINI (Bove)","STAR BR. ROMA"
5579,"2008 USBC - SF2 - SEMIFINAL NICKELL vs WELLAND","NICKELL","WELLAND"
3020,"China JPD Cup 2006","Liaoning Ladies","Zhejiang Ladies"
2608,"ITALIAN OPEN TEAMS CHAMPIONSHIPS 2010","SABBATINI","SBARIGIA C.LO CANN."
3648,"WMSG BEIJING 2008 - UNDER 28 ","POLAND","ENGLAND"
414,"Italian Club Team Champ","Torino Allegra","Tennis Club Parioli"
4489,"Indonesian National Games Mens","Riau","Gorontalo"
2839,"E European B_T_Ch_ SENIORS","FRANCE","DENMARK"
1083,"Division Nationale 1","PAYEN","CHEMLA"
3946,"WMSG BEIJING 2008","ARGENTINA","RUSSIA"
1927,"BBO1-2015WBTC-BB","ENGLAND","USA1"
5029,"CNBC","England","India"
4372,"BBO4-2016EBTC","BULGARIA","FINLAND"
5251,"2007 Gold Coast Teams Semi-Final A","Hirst","Nixon"
2309,"B European B.T.Ch. OPEN","SWEDEN","POLAND"
167,"VS 2012 Spingold Final","Monaco","Nickell"
2108,"Eur champ Pau","Italy","Scotland"
573,"2007 Schapiro Spring 4s","Liggins","Wolfarth"
5084,"Bermuda Bowl 2007","USA 1","SOUTH AFRICA"
4258,"45TH PABFC","Japan","China"
5218,"WMSG BEIJING 2008","USA","CHINA"
3177,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","UGGERI","LAVAZZA"
3519,"52nd EBTC-BBO3","ISRAEL","BULGARIA"
863,"Eur champ Pau","Russia","Poland"
2677,"EUBC - Bruges","Polytech","Konga"
3923,"BBO5-2nd Mind Sports Games","MONACO","AUSTRALIA"
2582,"Kadra B","JASSEM","KALITA"
3803,"BBO2-2016EBTC","GEORGIA","FAROE ISLANDS"
2008,"USBC2006","JACOBS","CAYNE"
4798,"NATIONAL SENIORS TEAMS 2009 FINAL","HOFFMAN","NEWMAN"
4952,"German Open Teams 2006 - Semifinal 2","Ludewig","Jokisch"
4725,"Finals Dutch Meesterklasse","De Lombard","Modalfa"
4700,"Canadian Championship","Thurston","Frukacz"
4668,"A 45th PULA Bridge Festival TEAMS OPEN","Marek","Seniori"
5632,"BBO6-2015WBTC-SB","USA1","USA2"
45,"Camrose Trophy 2005","England","Scotland"
5390,"2009 USBC A Semi Final","Nickell","Fleisher"
2544,"C European B_T_Ch_ OPEN","ITALY","FRANCE"
3273,"Selection -28 Pekin","Bessis","Vinay"
881,"Eur champ Pau Women","France","Scotland"
207,"CBA WZ India Mumbai","Radhey","Kabra"
4493,"13th European Champions' Cup","ALLFREY","HEIMDAL BK"
5105,"2007 Vanderbilt - Semifinals - 4th Qtr","Henner-Welland","Cayne"
109,"ANC 2008 Open Final","NSW","ACT"
5734,"European Open Champ - Women Teams Final - B","Dutch Blue","CBC Milano"
768,"12WBO_final_7_1","Netherlands","Italy"
1008,"2007 Yeh Bros Cup Invitation","Beijing Capital","Italy 1"
3303,"6th EOBC-BBO5-Open Teams","VILLA FABBRICHE","ALINEO"
4132,"BBO4 - Euro Team 2012","Switzerland","Romania"
3650,"BBO - 2 -51st European Team Championships","Norway","Latvia"
4699,"Belgian Teams 06-07","UCCLE","BCOB I"
3831,"BBO6-2015WBTC-VC","CHINA","DENMARK"
1250,"Camrose","Wales","CBAI"
4253,"6th European Champions Cup","Tennis Club","Bergen Akademiske"
4154,"BBO4 - Euro Team 2012","Spain","Norway"
2331,"10thWYTC Match A","Israel","France"
3060,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","SABBATINI","VINCI"
5820,"WMSG BEIJING 2008  -  Under 26","Australia","Ch.Taipei"
1867,"Sao Paulo 2009","USA 1","SPAIN"
1712,"2007 NOT","Brogeland","Oz-One"
3451,"BBO2-2016EBTC","CROATIA","SERBIA"
966,"2004 European Youth Bridge Team Champ.","POL","FRA"
3635,"Bermuda Bowl 2007","INDONESIA","EGYPT"
3830,"BBO4-2016EBTC","ICELAND","NORWAY"
2091,"Eur Champ Pau","Belarus","Poland"
3204,"2009 Vanderbilt B R8","China","Diamond"
3513,"52nd EBTC-BBO2","ENGLAND","NETHERLANDS"
4938,"ITALY CUP 2014","ZALESKI","LAVAZZA"
1308,"NEC CUP","England/Norway","Japan Tajima"
4717,"CHINA HOSTS EUROPE IN ROME","NETHERLANDS","ITALY-ANGELINI"
3274,"Ankara Winter Team Championship 2008","Sarp","Kick-Back"
5354,"2008 USBC - SF1 - SEMIFINAL STRUL vs JACOBS","STRUL","JACOBS"
514,"12th Olympiads","ITALY","NETHERLANDS"
3630,"E - Venice Cup 2011","New Zealand","China"
3411,"BBO4-2016EBTC","FRANCE","GREECE"
3877,"BBO5-2nd Mind Sports Games","TURKEY","ICELAND"
4920,"hcl open 2008","sunil machar","dhampur sugar mills"
3964,"BBO2-2nd Mind Sports Games","FRANCE","USA"
3215,"2009 Spingold Quarterfinal B","Meltzer","Schermer"
934,"Indonesian National Championships","Central Celebes","Central Java"
4874,"12th NEC CUP Semifinal","POLAND/RUSSIA","OzOne"
5155,"NOT_SF_T1","Wiltshire","Rothfield"
3061,"Selection Senior Pekin","de Monval","Piganeau"
2360,"C European B_T_Ch_ OPEN","IRELAND","POLAND"
2246,"10thWYTC Match B","Norway","USA2"
4034,"52nd EBTC-BBO3","DENMARK","NETHERLANDS"
226,"1995 Bermuda Bowl Final","Canada","USA"
2045,"2014 Spingold QF C","Schwartz","Meltzer"
2194,"GOVERNOR CUP","DKI JAKARTA","SENGKOL LOMBOK"
3754,"A - 2013 YEH BROS CUP Qualifying","Yeh Bros II","Australia Youth"
4100,"PABF 2008 Round Robin - Open RR16","New South Wales","China Macau"
1249,"2007 Camrose Trophy","Scotland","Wales"
368,"Indonesian National Games XVI","North Celebes","DKI Jaya"
2457,"Olympiads-Round of 16","USA","ITALY"
4023,"BBO1-2nd Mind Sports Games","RUSSIA","SOUTH AFRICA"
5449,"2013 Spingold A SF","Grue","Schwartz"
4977,"White House Juniors","Norway","Italy"
1624,"B - 2013 YEH BROS Play-off","Denmark","Yeh Bros I"
3094,"EUBC - Bruges","Oxford","Roma 1"
2783,"Selection Senior Pekin","Mejane","Piganeau"
1447,"6th EOBC-BBO5-Mixed Teams","BRENO","GOTARD"
5197,"Polish First Division 2004 - semifinals","MEGA-TECH","COMPUTERLAN"
4714,"POLAND - NETHERLANDS","POLAND","NETHERLANDS"
190,"White House Juniors 2011","Israel","France"
3279,"SLAVA CUP - 2008","Team 1","Team 2"
88,"Inter-Provincial Final","Wellington","Central Districts"
2656,"White House Juniors 2009","Israel U25","France U25"
2308,"10thWYTC Match B","Australia","Canada"
273,"12th NEC CUP Final","POLAND/RUSSIA","NETHERLANDS"
357,"19th NEC CUP  Final","England Hinden","Russia"
1445,"6th EOBC-BBO3-Mixed Teams","SCHALTZ","TROLL"
2496,"EC 2004 Netherlands-Russia","Netherlands","Russia"
1865,"BBO3-2015WBTC-BB","POLAND","FRANCE"
993,"2008 Yeh Bros Cup","USA I","ITALY II"
4702,"Polish Trials","NATIONAL","CHALLENGER"
2424,"2007 Spingold - rd of 16 -  3rd qtr","Cayne","Mahaffey"
5256,"PABF 2008 Semi-Finals - Open A","New Zealand 1","China"
2235,"White House Juniors","Sweden","France"
2509,"2010 USBC R16A","Meltzer","Weinstein"
3155,"1st Cross Strait Invitational Taicang 2007","Jiu Jiu B","Jiang Su"
5557,"2007 USBC","NICKELL","DEUTSCH"
3197,"2010 Vanderbilt R8 A","De Knijff","Zaleski"
999,"2007 Yeh Bros Cup Invitation","USA 2","Italy 1"
898,"Eur champ Pau Women","England","Italy"
1337,"4th FARMEN invitational","Farmen","Star Team"
2291,"EUBC - Bruges","Slaska","Paris Sud"
430,"ALL INDIA UTI BANK MASTERS Championship","Chennai Online","Wellknit"
1408,"6th EOBC-BBO5-Mixed Teams","ALERTPLUS","VRIEND"
5077,"United States Women's Bridge Championship","Narasimhan","Quinn"
22,"BBO2-2nd Mind Sports Games","FRANCE","NETHERLANDS"
1232,"Junior Camrose","Wales","England"
5472,"8th European Bridge Champions' Cup","BK ST Erik","Bamberger Reiter"
5577,"2010 USBC SFB","Diamond","Weinstein"
3132,"EC 2004 Italy-Poland","Italy","Poland"
1586,"2009 USWBC - PLAYOFF","Glasson","Moss"
5786,"BBO2-2015WBTC-VC","FRANCE","ENGLAND"
2007,"2014 USBC QF A","Nickell","Sherman npc"
4811,"Polish trials Ladies","Team 1","Team 2"
2342,"1st Cross Strait Invitational Taicang 2007","Jiang You","Jiang Su"
5306,"6th EOBC-BBO1-Open Teams","GROUPE FRANCE","BRENO"
1573,"2nd CRETE B_ FESTIVAL","FANTONAKIS","SYKIOTI"
1908,"12WBO(1/4)_4_1","Italy","Pakistan"
4344,"BBO5-2015WBTC-SB","INDIA","NORWAY"
756,"Dutch Teams Championships Finals","BC 't Onstein 2","BC 't Onstein 1"
1132,"Camrose 2009","Wales","EBU"
4756,"Polish Trials","NATIONAL","CHALLENGER"
178,"A - 2013 YEH BROS Final","Italy","Netherland"
5726,"NATIONAL WOMEAN TEAMS 2009 FINAL","HOFFMAN","JAGELMAN"
743,"Italian Club Team Championships","Torino Allegra","Angelini BT-TCP"
418,"Women Elite Tournament 2006","China","Netherlands"
179,"A - 18th NEC CUP final","Russia","Mixed"
4062,"Sao Paulo 2009","BULGARIA","BRAZIL"
5051,"Finali Coppa Italia 2008","BC MI - D'AVOSSA","RE - FORNACIARI"
4969,"Gofrey Phillips All India Open","Kaushik","Khandelwal"
4021,"C - Bermuda Bowl 2011","Egypt","Iceland"
4101,"BBO2 - Euro Teams 2012","Lithuania","Norway"
4837,"Gold Cup Semi Final","Allfrey","Gillis"
5430,"2007 Gold Coast Teams Semi-Final B","Holland","Courtney"
291,"ABF GNOT 2008 Teams Final","Sydney 6","Sydney 2"
660,"GNOT","Canberra","Melbourne"
3591,"WMSG BEIJING 2008","NEW ZEALAND","FRANCE"
1366,"Camrose Trophy 2008(2)","Ireland","Scotland"
1300,"Lederer 2005","England","All Stars"
1738,"Sao Paulo 2009","BULGARIA","GERMANY"
3131,"Women Elite Tournament 2006 - D","USA","Canada"
1938,"BBO4-2015WBTC-SB","IRELAND","USA2"
5233,"Rosenblum 2010","NICKELL","WOLFSON"
5209,"BBO5-2nd Mind Sports Games","FRANCE","ENGLAND"
2760,"PULA 2007 - Open","JULS","GARP44"
634,"2015 Vanderbilt Final","Diamond","Lavazza"
4312,"41st WBTC-BBO7-DOSB","DENMARK","INDONESIA"
2941,"Norwegian Team Championship","Kristiansand BK","Bergen Akadem BK"
2948,"DongMing Knockout Teams Shanghai 2006","Lu Cheng","Jin Rong"
3499,"BBO1-2nd Mind Sports Games","INDIA","NETHERLANDS"
3813,"13th European Champions' Cup","ZALESKI","TITAN"
719,"Dutch Teams Championships Finals","BC 't Onstein 2","BC 't Onstein 1"
5023,"GNOT","Sydney","Melbourne 2"
394,"2006 Vanderbilt","Chang","Welland"
4205,"41st WBTC-BBO4-BB","USA2","AUSTRALIA"
3653,"BBO6-2016EBTC","BELARUS","HUNGARY"
3886,"BBO4-2015WBTC-SB","POLAND","USA2"
5468,"English Open Trial semi2","Sandqvist","Townsend"
3778,"Japanese Open Team Trials","Teramoto","Shimizu"
126,"Polish Premiere League - FINAL","SYGNITY","MRAGOVIA"
783,"BBO1-2nd Mind Sports Games","SWEDEN","POLAND"
5242,"Gold Cup Semi A","Sime","Collins"
2047,"2008 USSBC - QF - 1 v 8","MELTZER","TRITT"
598,"Polish Team Trials","Jagniewski","Araszkiewicz"
3406,"52nd EBTC-BBO2","NORWAY","GERMANY"
2634,"C European B_T_Ch_ OPEN","LITHUANIA","FRANCE"
3539,"BBO5-2015WBTC-VC","NETHERLANDS","USA2"
3675,"6th EOBC-BBO3-Open Teams","DE BOTTON","ISRABEL"
3489,"A - 2013 YEH BROS CUP Qualifying","Netherland","Japan Ladies"
1896,"Sao Paulo 2009","NETHERLANDS","USA 2"
525,"10thWYTC Match A","Poland","USA1"
1977,"Venice Cup 2007","ENGLAND","CHINA"
2106,"Eur champ Pau","Netherlands","Israel"
1329,"Division Nationale 1","CHEMLA","BESSIS"
2446,"2010 Spingold R16 A","Nickell","Zaleski"
3921,"C - Bermuda Bowl 2011","Israel","Italy"
960,"2004 European Youth Bridge Team Champ.","ENG","NOR"
1045,"14th NEC CUP Qualifying","THE NETHERLANDS","Hackett"
4381,"BBO4-2016EBTC","IRELAND","FRANCE"
481,"Polish Premier League 2009 Final","DWORAN","SYGNITY"
1635,"2007 US Senior Trials","ASSEMI","LYNCH"
1892,"A - Bermuda Bowl 2011","USA 2","Sweden"
4355,"Champions' Cup 2013","Israel","Italy 1"
2693,"EBL Team Champs Malmoe 04","BUL","NET"
5710,"41st WBTC-BBO2","USA2","ENGLAND"
4296,"41st WBTC-BBO4-BB","ITALY","SOUTH AFRICA"
1129,"Camrose 2009","Wales","EBU"
2406,"WMSG BEIJING 2008","NORWAY","TURKEY"
4821,"National Seniors Teams Final","Lilley","Noble"
924,"GNOT","Canberra","Sydney 3"
5070,"BBO4-2nd Mind Sports Games","RUSSIA","POLAND"
4919,"WMSG BEIJING 2008","EGYPT","USA"
1093,"Camrose 2009","Ireland","Scotland"
2584,"Stara Zagora 2007 Open teams","Kaya","Le romain boys"
5316,"2014 Spingold Semi-Final A","Lavazza","Monaco"
850,"Eur champ Pau","France","Russia"
4,"BBO5-2nd Mind Sports Games","POLAND","USA"
3765,"B-4th SportAccord WMG-Teams","CHINA","USA"
2252,"B European Bridge Team Champ. OPEN","NETHERLANDS","FRANCE"
3996,"41st WBTC-BBO7-DOSB","NETHERLANDS","CANADA"
1274,"English Ladies Trials","The Pirates","The Ninjas"
2548,"EC 2004 Bulgaria-Swiitzerland","Bulgaria","Poland"
886,"Eur champ Pau Women","Czech Rep","France"
2249,"Lady Milne 2008","Scotland","Ireland"
1510,"EC OPEN TEAMS","KOLANKAYA","KALISH"
2763,"Slava Cup 2007","Team 1","Team 2"
3167,"Selection Pekin 2008","BOMPIS","MARI"
1319,"Camrose","Republic of Ireland","Scotland"
3011,"TGR's Super League","Townsend","Teltscher"
5331,"PABF 2008 SEMI-FINALS - OPEN-A","NEW ZEALAND 1","CHINA"
2382,"D European B.T.Ch. OPEN","POLAND","TURKEY"
432,"TOLANIGRANDPRIX2007","SHREE CEMENT","FORMIDABLES"
5794,"BBO2-2015WBTC-VC","FRANCE","ENGLAND"
5572,"2006USBC","EKEBLAD","MELTZER"
1448,"6th EOBC-BBO4-Mixed Teams","DEHAYE","HELGENESS"
3366,"BBO4-2nd Mind Sports Games","VENEZUELA","MONACO"
1096,"Camrose 2008","Wales","England"
5042,"Kadra B - Semifinals","Araszkiewicz","Jassem"
2361,"10thWYTC Match C","Egypt","Chile"
134,"White House Juniors","Israel","Netherlands Red"
2792,"GHTD Cup China 2006","Shanghai Qizhong","Nanfang Dianwang"
4454,"BBO2-2016EBTC","MONACO","NORWAY"
3823,"52nd EBTC-BBO3","ITALY","NETHERLANDS"
4309,"E - Venice Cup 2011","Germany","Poland"
3584,"A - YEH BROS CUP Qualifying","Sweden","Netherland"
2269,"Ankara Winter Team Championship 2008","Sen","Ergil"
1522,"The 3rd All-China games","Shanghai","Beijing"
2926,"Women Elite Tournament 2006 - C","Sweden","Netherlands"
3864,"41st WBTC-BBO4-BB","NETHERLANDS","POLAND"
603,"8th European Champions' Cup","ANGELINI","BAMBERGER"
3571,"BBO6-2015WBTC-SB","CHINA","USA1"
843,"Eur champ Pau","England","Portugal"
4670,"Canadian Championship","Thurston","Frukacz"
1192,"Cavendish Teams Round 4_9","Altshuler","Farholt"
3069,"2008 Spingold - Rd of 64 - 4th","Ekeblad","Sher"
4885,"B - Bermuda Bowl 2011","Italy","Netherlands"
1914,"WMSG BEIJING 2008","ROMANIA","ENGLAND"
4300,"BBO3 - Euro Teams 2012","Monaco","Sweden"
353,"A - 18th NEC CUP final","Russia","Mixed"
527,"USBC Final 3 of 8","Ekeblad","Welland"
3070,"2009 Spingold Rd of 64 A","Rosenthal","Rayner"
4576,"SAMOBOR 2004 - Bridge Meeting (open)","HUNGARY","POLAND"
829,"COPPA ITALIA 2005 - BOLOGNA","GAGLIARDI - RM","PALMA - VILLA FABB."
1081,"3rd EUROPEAN TEAM CHAMPIONSHIPS","MOUIEL","RUSSIA"
692,"White house 2005","Gromov","Poland"
5326,"2008 USBC - SF1 - SEMIFINAL STRUL vs JACOBS","STRUL","JACOBS"
3039,"Tallinn team","Heimdal","Vytas"
1879,"2008 Vanderbilt Quarter Final #2 v #7","Allegaert","Meltzer"
5274,"2013 Vanderbilt SF C","Fleisher","Van Proojen"
174,"ITALIAN OPEN TEAMS CHAMPIONSHIPS 2013","PESCARA BRIDGE","ALLEGRA"
1970,"E - d'Orsi Senior Bowl 2011","France","Germany"
399,"GNOT","Canberra","Melbourne"
2210,"White House Juniors","Spain","Norway"
5363,"2011 Vanderbilt Semi A","Kang","Grue"
3600,"52nd EBTC-BBO3","ICELAND","MONACO"
4443,"BBO5-2016EBTC","IRELAND","ICELAND"
5583,"B 2013 USBC Semi Final","Nickell","Kranyak"
2836,"B European B_T_Ch_ OPEN","GERMANY","POLAND"
23,"BBO3-2nd Mind Sports Games","TURKEY","ITALY"
3318,"Sao Paulo 2009","USA 1","AUSTRALIA"
1702,"European Open Champ - Mixed Teams Qual - B","ZALESKI","BRIDGE AKARANA"
1163,"Camrose","Wales","NIBU"
1347,"The 3rd All-China Games","Hebei/Shihua","Shanghai"
1536,"The 3rd All-China Games","Meikuang","Shanghai"
1,"BBO2-2nd Mind Sports Games","MONACO","CANADA"
4391,"BBO5 - Euro Teams 2012","Germany","Monaco"
4348,"F - Senior Bowl 2011","Denmark","Australia"
3627,"6th EOBC-BBO1-Open Teams","APOLLOSOYUZ","CHATEAU ROSSENOVO"
132,"Festival International Monaco 2008","FUNBRIDGE","STARSBRIDGE"
1388,"6th EOBC-BBO2-Mixed Teams","SCHALTZ","TROLL"
1961,"C - Venice Cup 2011","USA 2","Indonesia"
5513,"B - 10th European Champions Cup","BC 't Onstein 1","Vito"
3546,"A - 2013 YEH BROS CUP Qualifying","Denmark","Italy"
2893,"Slava Cup 2007","Team 1","Team 2"
4394,"BBO4-2016EBTC","BULGARIA","FRANCE"
2835,"EC 2004 Poland-Turkey","Poland","Turkey"
450,"2008 Spring Nat Opens","Haughie","Horwitz"
2146,"D European Bridge Team Championships OPEN","SAN MARINO","POLAND"
2323,"SLAVA CUP - 2008","Team 1","Team 2"
2487,"2010 USBC R16B","Robinson","Chan"
5821,"WMSG BEIJING 2008 - Under 28","Belgium","Norway"
5270,"41st WBTC-BBO1","MONACO","USA1"
2262,"INDONESIA QUAL MULTIEVENT","WEST SUMATERA","NORTH SULAWESI"
3794,"BBO1-2016EBTC","CROATIA","ISRAEL"
2859,"Festival International Monte-Carlo 2008","LAVAZZA","ESTONIE"
4817,"2006 Fall NABC Senior KO Finals - 3rd Qtr","Freed","Kaminsky"
4958,"XXV-th International bridge festival Stara Zagora","Bridge Plus","Rosenovo"
4351,"Bermuda Bowl 2007","BRAZIL","CHINA SMEG"
1944,"Bermuda Bowl Estoril 2005","EGYPT","SWEDEN"
720,"BBO1-2nd Mind Sports Games","SWEDEN","POLAND"
2866,"C European Bridge Team Championships OPEN","Bulgaria","France"
2974,"Slava Cup 2007","Team 1","Team 2"
2066,"Eur champ Pau","Serbia","Croatia"
5207,"D - Venice Cup 2011","France","Netherlands"
4047,"WMSG BEIJING 2008","ISRAEL","RUSSIA"
1127,"English Open Trials","Armstrong","Sandqvist"
5167,"Italian Club Team Champ","Torino Allegra","Villa Fabbriche"
5556,"Brazilian Trials","Vasarhelyi","Branco"
3346,"41st WBTC-BBO4-BB","ENGLAND","ARGENTINA"
4611,"Interprovincal Open Teams","Auckland","Wellington"
142,"43rd Israel Festival - Teams Final","Langy","Taranovski"
3072,"Verona Rosenblum 2006","ANGELINI","SCHWARTZ"
1088,"English Open Trial","Liggins","Townsend"
4575,"South American Championship","Ayacucho","Oyzum"
2916,"White House Juniors 2009","Germany","Denmark"
5620,"BBO3-2015WBTC-SB","SWEDEN","POLAND"
90,"Kadra B - Final","SUWIK","ARASZKIEWICZ"
3232,"2010 USBC QF C","Weinstein","Welland"
5586,"Champions' Cup 2013","BC REAL","Bareket "
5281,"A - 19th NEC CUP Semifinal","Down Under","England Hinden"
3679,"Sao Paulo 2009","FRANCE","USA 2"
2186,"11th NEC CUP  Qualifying","FISK","SKOTII"
5721,"A World Mind Games 2011","USA","GREAT BRITAIN "
3103,"2nd Bridge Balkan Championship","Romania","Bodrum BC Turkey"
1391,"6th EOBC - Mixed Teams","PENFOLD","HELGENESS"
277,"VI BERMUDA TRIANGLE TEAMS CUP","AVALANCHE","KIRILENKO"
1580,"Polish Open Trials for Pau","KALITA","JAGNIEWSKI"
5779,"PABF 2008 Round Robin - Women's RR 16","Queensland","China"
270,"Polish Trials - Final","KOZIKOWSKI","CICHOCKI"
757,"BBO2-2nd Mind Sports Games","SWEDEN","POLAND"
2856,"White House International Teams","Orange green","Brenner"
963,"2004 European Youth Bridge Team Champ.","HUN","CRO"
5376,"BBO6-2015WBTC-BB","POLAND","ENGLAND"
1840,"Tolani Grand Prix 2007","Formidables","Arun Jain"
285,"Gold Coast 2008","Wu","Marston"
1708,"Finale Nationale Coupe de France","BAICHE","TOFFIER"
4109,"41st WBTC-BBO3-BB","GERMANY","ARGENTINA"
3901,"WNSG BEIJING 2008 - Under 28","CHINA","LATVIA"
4742,"Netherlands-Ireland @ 't Onstein","Netherlands","Ireland"
1328,"Vilnius Cup 2007","Vuerst","Garsu pasaulis"
612,"Yeh Bros Cup","Sweden","Netherlands"
916,"BBO4-14th World Youth Teams","NETHERLANDS","POLAND"
992,"2008 Yeh Bros Cup","Sweden","Norway"
3027,"EUBC - Bruges","Gent","Paris Sud"
5739,"NATIONAL WOMEN TEAMS 2009 FINAL","HOFFMAN","JAGELMAN"
5384,"2006USBC","NICKELL","JACOBS"
3292,"Nordic Championship Open Teams","Iceland","Finland"
3780,"44th PABF Championships","China Hong Kong","China"
2780,"Junior Camrose","England","N Ireland"
1223,"Camrose 2008","England","CBAI"
320,"Australian National Open Teams Final","Horwitz","Leibowitz"
5181,"Sao Paulo 2009","POLAND","USA 2"
5728,"12WBO_final_3_1","USA","Russia"
3806,"52nd EBTC-BBO1","MONACO","GERMANY"
4757,"Polish Mixt Team Championships","KRAWCZYK","KATER"
2639,"GHTD Cup China 2006","Shanghai Qizhong","Pudong Pufa"
1949,"41st WBTC-BBO4","USA1","CANADA"
1506,"EC OPEN TEAMS","DUTCH JUNIORS","ZIMMERMANN-ANGELINI"
5476,"Polish Premier League 2009 SF-B","UNIA","SYGNITY"
2852,"D European B_T_Ch_ OPEN","SWEDEN","ICELAND"
146,"14th NEC CUP Final","CHINA Women","JAPAN Open"
5069,"Sao Paulo 2009","INDONESIA","ENGLAND"
1660,"Yeh Bros Cup","Chinese Taipei","USA Hampson"
3845,"WMSG BEIJING 2008","NEW ZEALAND","POLAND"
545,"GNOT","Canberra","Melbourne"
333,"Dutch team Final","Het Witte Huis","BC 't Onstein"
3558,"BBO3-2016EBTC","BELGIUM","SERBIA"
3127,"Selection Senior Pekin","Lasserre","Dechelette"
3263,"China JPD Cup 2006","Beijing Ladies","Sichuan Ladies"
1971,"BBO3-2015WBTC-VC","USA2","CHINA"
2913,"Junior Camrose","Scotland","N.Ireland"
5319,"2014 USBC SF A","Nickell","Bramley"
602,"Sao Paulo 2009","ITALY","USA 2"
975,"2004 European Youth Bridge Team Champ.","NET","FRA"
3750,"41st WBTC-BBO7-DOSB","DENMARK","NETHERLANDS"
3720,"52nd EBTC-BBO5","SCOTLAND","CROATIA"
752,"CAMP_ SOC_ OPEN - BOLOGNA 24-27 SETTEMBRE","SSD ANGELINI BRIDGE","VILLA FABBRICHE"
3998,"Bermuda Bowl Estoril 2005","EGYPT","ITALY"
2931,"GHTD Cup China 2006","Zhong Jian","Shanghai Qizhong"
708,"Gold Cup 2008","Collins","De Botton"
1468,"Camrose Trophy 2005","NIreland","Ireland"
3876,"C - Bermuda Bowl 2011","Brazil","Sweden"
3182,"European Open Champ - Mixed Teams Round of 8 - B","Vriend","De Botton"
101,"2006 Vanderbilt Final  - #12 vx #22","Rubin","Team Poland"
4022,"Sao Paulo 2009","NETHERLANDS","ITALY"
892,"Eur champ Pau Women","Germany","Netherlands"
5460,"White House Juniors 2011","France","Netherlands Girls"
5485,"A 2013 Vanderbilt SF","Rosenthal","Auken"
1801,"BBO6-2015WBTC-BB","CHINA","USA2"
4930,"DanishJunTeam","Nielsen","Bilde"
1869,"41st WBTC-BBO5","ENGLAND","USA1"
3568,"BB05 51st European Championships 2012","Netherlands","Denmark"
2601,"Festival International Monte-Carlo 2008","VIALE","CAPITANI"
4393,"BBO1 - Euro Team 2012","Poland","Israel"
441,"2008 USBC FINAL - STRUL vs NICKELL","STRUL","NICKELL"
3926,"BBO2-2015WBTC-BB","POLAND","BRAZIL"
1451,"6th EOBC-BBO4-Mixed Teams","SILVER EAGLE","HELGENESS"
5788,"BBO6-2015WBTC-VC","FRANCE","ENGLAND"
5172,"Sao Paulo 2009","USA 2","CHINA"
3580,"E - Venice Cup 2011","USA 1","France"
3726,"BBO5-2016EBTC","MONACO","AUSTRIA"
4293,"C - Bermuda Bowl 2011","India","Sweden"
5142,"Sao Paulo 2009","POLAND","USA 2"
425,"2007 Seniors Teams Playoffs","Haughie","Chadwick"
3058,"White House Juniors 2009","Ireland","France Girls"
1968,"41st WBTC-BBO6","USA1","ENGLAND"
5723,"2007 Wagar Finals - 2nd Qtr","Firestone","Narasimhan"
3004,"GHTD Cup China 2006","Beijing Copia","Shanghai Qizhong"
2869,"DongMing Knockout Teams Shanghai  2006","Sheng Tao Sha","Jin Rong"
1054,"Division Nationale 1","PAYEN","ZIMMERMANN"
2099,"Eur champ Pau","Czech Rep","England"
2286,"10thWYTC Match C","Japan","Brazil"
244,"NTUCUP 2006 Final","NTU","FJU"
5327,"2008 USWBC - SF1","Baker","Quinn"
4514,"52nd EBTC-BBO4","NETHERLANDS","ITALY"
4527,"52nd EBTC-BBO4","ENGLAND","ITALY"
1429,"6th EOBC-BBO3-Mixed Teams","DEHAYE","GOTARD"
1989,"B 2013 Vanderbilt QF","Auken","Amoils"
