"Board ID","Round ID","Dealer","Vulnerability","Team One IMPs","Team Two IMPs"
30868,2093,4",E",8,-8
56936,3810,3",N",-7,7
47342,3180,2",N",9,-9
27277,1871,4",O",-1,1
286,17,1",N",-11,11
61196,4077,1",N",-2,2
276,17,3",N",-10,10
16461,1086,1",B",-3,3
45695,3058,4",B",-7,7
67671,4462,3",E",-15,15
24196,1654,2",O",8,-8
85892,5697,1",O",-6,6
82872,5491,1",N",6,-6
44186,2941,4",B",-13,13
78123,5170,1",N",-6,6
72833,4816,1",E",-1,1
53965,3623,4",B",2,-2
15528,1015,3",O",8,-8
74498,4925,4",E",16,-16
37486,2511,2",N",-1,1
17544,1159,1",N",-6,6
32604,2191,3",O",8,-8
38627,2581,4",B",-1,1
18328,1213,4",B",6,-6
28503,1948,4",N",-2,2
56192,3766,1",N",-1,1
8624,572,1",B",10,-10
12428,829,3",N",-1,1
42251,2812,2",O",5,-5
84831,5619,1",O",-1,1
29569,2017,1",O",-1,1
62417,4151,3",N",2,-2
70506,4651,3",N",-13,13
49489,3328,4",B",-7,7
24169,1652,3",B",-1,1
79181,5240,1",N",14,-14
60646,4044,3",N",-14,14
47348,3181,4",N",17,-17
80308,5318,3",B",13,-13
53845,3615,2",E",8,-8
7349,488,3",B",-1,1
19407,1288,3",N",-2,2
29565,2016,3",E",5,-5
27613,1892,2",E",-7,7
67535,4455,3",N",-11,11
80240,5314,2",O",-12,12
85734,5687,3",B",-14,14
87696,5809,1",E",11,-11
13661,892,4",N",-12,12
76275,5046,4",N",-1,1
82688,5480,3",O",-12,12
73747,4878,4",E",6,-6
24618,1699,3",O",-1,1
30085,2051,4",E",-1,1
2288,150,1",B",2,-2
10154,676,4",N",-1,1
35797,2403,1",O",-12,12
71204,4699,1",E",4,-4
14735,964,2",B",-1,1
74157,4903,4",O",-11,11
45438,3035,2",B",-11,11
40091,2678,4",N",5,-5
44909,2997,4",N",-9,9
41973,2795,2",O",3,-3
43356,2882,2",B",-1,1
87487,5796,4",N",-7,7
54180,3637,3",E",-3,3
85620,5680,1",O",-1,1
24094,1647,4",B",-12,12
23148,1585,3",B",-1,1
63371,4209,3",E",2,-2
22908,1565,1",O",6,-6
6415,424,2",B",-13,13
42860,2849,2",N",-1,1
8770,582,1",B",-10,10
5037,334,2",E",-1,1
59909,3998,4",B",-5,5
76992,5092,2",N",-10,10
44452,2959,2",B",-14,14
44511,2964,1",O",-12,12
61692,4108,3",N",-8,8
64768,4290,4",B",-2,2
29317,1999,4",B",-16,16
46735,3133,3",E",-1,1
71975,4752,1",N",-1,1
87360,5788,1",E",-2,2
62851,4177,1",O",-14,14
47608,3198,2",B",11,-11
64532,4277,4",O",-5,5
25216,1740,1",N",9,-9
25919,1785,3",B",-1,1
49161,3306,4",B",16,-16
11365,758,1",E",-1,1
72391,4785,1",O",-1,1
51774,3479,2",O",-1,1
74951,4959,4",O",-14,14
65652,4344,2",B",16,-16
86584,5740,1",N",-12,12
2970,196,2",O",-10,10
58391,3904,4",N",-2,2
45320,3026,2",B",-2,2
49929,3357,3",B",2,-2
19819,1319,3",E",-13,13
78621,5201,3",O",3,-3
5241,348,4",E",-4,4
34784,2340,2",N",10,-10
50947,3425,3",O",-3,3
70031,4619,1",O",6,-6
16907,1116,3",O",12,-12
18414,1219,4",N",12,-12
38603,2579,2",B",-2,2
55502,3723,3",B",2,-2
18717,1240,4",N",2,-2
69206,4560,4",N",-1,1
5440,362,3",O",13,-13
29073,1984,1",N",-9,9
83850,5555,1",N",-4,4
8032,533,4",E",-14,14
83191,5513,3",O",-1,1
83351,5523,1",N",-7,7
18358,1215,4",E",11,-11
57369,3838,4",B",-16,16
68820,4536,4",E",-1,1
41500,2762,2",B",2,-2
33097,2229,2",N",12,-12
55231,3706,4",B",-9,9
1153,71,4",B",2,-2
50199,3375,3",B",2,-2
28877,1971,4",O",-3,3
34830,2344,4",O",8,-8
26203,1804,1",O",9,-9
969,59,4",E",-8,8
15306,996,1",N",-1,1
3262,215,4",B",8,-8
71836,4743,2",O",-1,1
17639,1165,4",O",6,-6
39047,2616,1",E",-10,10
36314,2437,1",O",3,-3
72017,4756,3",O",2,-2
81295,5383,4",B",-8,8
29038,1981,1",N",-1,1
59119,3950,4",N",-8,8
11825,790,3",N",-1,1
45820,3066,3",B",-1,1
28016,1917,2",E",3,-3
59569,3977,4",O",-1,1
73901,4888,2",O",11,-11
82772,5485,3",E",-1,1
12180,814,3",O",5,-5
61922,4121,1",N",-6,6
2560,168,1",N",-2,2
17425,1152,2",B",14,-14
2623,173,4",N",-1,1
70079,4623,1",E",3,-3
6670,441,1",O",7,-7
15252,993,3",N",-11,11
38968,2611,2",E",13,-13
36496,2449,2",O",-1,1
68962,4546,4",B",-2,2
39649,2651,3",O",-13,13
2879,190,2",B",-3,3
20096,1340,2",E",-1,1
75310,4983,4",O",-7,7
26000,1791,3",B",3,-3
35378,2378,4",N",-1,1
72484,4792,2",E",15,-15
61997,4126,4",E",-1,1
5718,378,4",O",-13,13
32488,2183,1",E",-8,8
55299,3710,2",E",4,-4
61416,4091,1",B",4,-4
78871,5216,1",O",1,-1
40925,2723,4",N",-4,4
6842,453,1",O",-5,5
37618,2521,4",E",-1,1
4970,330,1",E",-13,13
54836,3680,1",B",-1,1
19959,1331,2",E",4,-4
5185,344,1",O",-8,8
9724,647,4",O",-8,8
58844,3932,1",B",3,-3
56879,3806,2",E",7,-7
45886,3070,1",N",-2,2
47708,3204,3",B",-1,1
38060,2547,4",N",-6,6
14130,925,4",B",-1,1
28629,1956,4",E",8,-8
78631,5201,1",O",15,-15
81047,5367,3",N",3,-3
76180,5038,3",B",-4,4
12693,843,4",E",-1,1
71318,4706,2",E",-1,1
6763,448,4",E",-16,16
22960,1573,3",O",12,-12
15538,1015,1",O",5,-5
87655,5806,4",B",-2,2
60892,4059,1",B",-2,2
75345,4986,3",O",-1,1
529,33,1",B",-12,12
15983,1047,1",E",-3,3
18338,1214,2",B",2,-2
566,35,4",O",-1,1
68880,4541,4",N",-4,4
36827,2470,4",B",-9,9
10633,707,1",B",-2,2
10931,728,4",N",-1,1
52843,3548,2",E",18,-18
45809,3066,4",N",-3,3
6009,397,2",E",6,-6
70623,4659,2",O",-2,2
30917,2095,1",N",14,-14
41385,2753,1",E",-1,1
81687,5410,2",N",-11,11
75943,5023,4",E",-10,10
37258,2497,1",B",9,-9
25665,1769,3",O",-8,8
25709,1771,1",N",5,-5
39603,2649,1",B",-12,12
15894,1040,2",B",-1,1
40664,2709,4",N",12,-12
52174,3505,3",N",-1,1
3674,241,3",N",-1,1
20947,1400,3",O",-9,9
80392,5324,3",E",6,-6
28304,1935,2",E",-13,13
26867,1846,3",O",3,-3
57451,3843,2",O",-1,1
3955,261,4",O",-5,5
81207,5377,4",E",2,-2
78811,5212,1",N",-4,4
17748,1174,3",E",12,-12
87587,5802,4",E",-1,1
19357,1284,1",O",3,-3
49387,3321,4",O",14,-14
7488,497,3",B",-1,1
5183,344,3",E",-12,12
27388,1878,3",B",-6,6
48301,3243,2",N",7,-7
37001,2481,3",E",-1,1
25680,1769,2",E",-1,1
55309,3711,4",B",-1,1
78161,5173,3",N",-1,1
47910,3217,4",B",-1,1
65716,4348,2",B",-1,1
41696,2779,1",B",-6,6
10546,701,4",E",8,-8
87163,5774,2",O",2,-2
49079,3300,4",B",7,-7
8065,535,1",B",3,-3
62106,4132,1",E",-7,7
59807,3992,2",B",-1,1
6964,461,3",E",15,-15
22666,1546,3",B",-2,2
72587,4798,3",E",3,-3
61316,4085,1",E",12,-12
17139,1131,1",N",-3,3
24976,1723,1",B",16,-16
22347,1521,1",E",-12,12
8462,561,4",O",-1,1
83661,5543,4",O",-1,1
86850,5755,1",N",15,-15
39702,2654,4",O",-12,12
80038,5300,1",N",-7,7
79651,5274,3",N",-1,1
42878,2850,4",B",-1,1
51719,3476,3",O",-1,1
42427,2823,3",B",13,-13
34985,2355,3",E",-1,1
49873,3354,3",N",-1,1
87674,5807,3",B",-1,1
38241,2557,4",E",-1,1
31833,2145,1",O",-1,1
34938,2352,4",O",3,-3
8870,589,3",B",13,-13
29967,2043,2",O",-1,1
44516,2965,4",N",13,-13
65365,4326,3",B",15,-15
85463,5666,3",B",12,-12
37435,2508,1",O",-4,4
39200,2624,2",B",2,-2
68160,4492,4",B",-7,7
32427,2178,4",N",-1,1
70627,4659,2",N",12,-12
86974,5762,3",B",11,-11
10518,699,2",O",4,-4
12521,834,4",B",-4,4
33137,2232,2",B",14,-14
44106,2936,1",B",-4,4
3235,213,1",B",-2,2
32211,2165,1",N",3,-3
67149,4431,1",O",7,-7
75721,5008,1",B",2,-2
65930,4360,4",O",4,-4
1738,113,4",N",5,-5
79619,5272,3",N",-2,2
19794,1317,2",N",-5,5
10091,671,1",N",-8,8
49067,3299,4",B",16,-16
66389,4386,3",B",-1,1
81450,5394,1",O",13,-13
7938,527,3",N",7,-7
18349,1214,1",N",-11,11
2912,192,3",E",4,-4
14468,950,3",N",7,-7
63327,4206,3",B",-8,8
10530,700,2",B",-1,1
25670,1769,4",E",6,-6
80778,5349,4",E",-7,7
8553,567,4",O",-2,2
10755,715,3",O",7,-7
24907,1718,2",B",-1,1
38006,2544,2",O",-1,1
44061,2933,1",E",6,-6
37106,2488,1",B",-1,1
58819,3930,4",O",2,-2
6,0,1",B",-1,1
68722,4529,2",E",-1,1
36893,2475,3",O",-1,1
21838,1482,2",B",-1,1
69581,4586,4",N",-1,1
78430,5190,4",N",-3,3
10824,720,3",E",-15,15
12158,812,1",O",-1,1
49351,3319,2",B",-8,8
45915,3072,2",N",11,-11
17816,1178,1",N",-1,1
4134,274,1",E",-11,11
83382,5525,1",N",3,-3
24245,1657,4",B",-3,3
37398,2506,2",E",-1,1
53688,3605,1",O",4,-4
44726,2982,1",N",-1,1
68345,4503,1",E",-1,1
29309,1999,4",N",13,-13
6650,440,3",E",7,-7
9299,619,4",B",-14,14
2877,190,4",N",-14,14
44194,2942,4",O",-4,4
18226,1206,4",E",6,-6
62474,4154,4",O",8,-8
4470,296,2",E",6,-6
73614,4868,3",E",-1,1
3436,226,1",B",2,-2
4122,273,3",E",-11,11
53150,3570,1",E",-1,1
21674,1470,2",E",11,-11
49398,3322,3",E",-1,1
55225,3706,2",B",10,-10
21306,1435,2",B",-13,13
19969,1331,4",B",8,-8
86713,5749,4",E",13,-13
21585,1465,1",E",-16,16
60942,4062,3",E",4,-4
87014,5765,3",N",-2,2
87769,5814,2",O",2,-2
22606,1541,3",O",-11,11
54753,3674,4",O",-14,14
23763,1625,2",E",-1,1
10568,702,2",N",-2,2
2381,156,1",N",-1,1
58130,3887,3",B",-1,1
70538,4653,1",O",2,-2
25950,1786,2",B",-1,1
11217,747,4",N",-1,1
11487,766,4",N",-1,1
31221,2110,1",E",-1,1
52263,3510,2",B",-5,5
22526,1534,3",N",-17,17
71276,4704,2",B",8,-8
58533,3913,2",O",-1,1
19386,1286,2",B",11,-11
21010,1406,4",O",6,-6
2333,153,3",B",-14,14
5529,367,1",O",11,-11
59279,3960,2",B",16,-16
42982,2856,4",B",-1,1
3591,236,4",E",10,-10
59246,3958,1",E",13,-13
49628,3338,4",N",-5,5
83854,5555,1",E",-14,14
85060,5633,2",E",-12,12
4503,298,3",B",-4,4
86111,5711,4",E",-1,1
40328,2691,1",E",-1,1
80123,5306,1",B",7,-7
17753,1174,4",O",-1,1
44890,2995,1",O",-4,4
46926,3148,3",O",-1,1
84818,5618,4",O",-14,14
84001,5564,1",O",6,-6
50922,3423,4",N",-1,1
3736,246,1",O",-1,1
68876,4540,2",N",-13,13
29230,1995,2",E",12,-12
55608,3730,3",E",-1,1
74017,4895,2",N",-8,8
69877,4609,3",O",-15,15
73512,4862,1",E",-2,2
7728,513,1",O",3,-3
73864,4886,1",E",-1,1
71805,4741,1",B",-2,2
24568,1694,2",N",2,-2
52149,3503,2",N",-4,4
23699,1621,2",N",2,-2
48532,3259,1",N",-1,1
74994,4962,1",O",5,-5
15653,1023,4",B",-21,21
75750,5010,2",B",-3,3
55462,3721,3",N",-1,1
74089,4899,2",B",-2,2
19600,1302,3",B",-2,2
62298,4144,4",N",5,-5
35864,2408,1",B",13,-13
21184,1423,2",N",1,-1
9320,620,1",N",-1,1
20141,1344,1",E",-1,1
84703,5608,1",O",-2,2
33358,2248,3",N",-1,1
42318,2816,2",N",-1,1
49038,3297,3",N",4,-4
39285,2630,3",E",-13,13
54510,3659,3",O",-10,10
50916,3422,2",N",15,-15
24231,1656,2",N",3,-3
84273,5583,2",N",16,-16
85924,5699,1",O",-1,1
55734,3738,3",E",-14,14
68252,4498,4",O",-8,8
12667,841,2",B",-1,1
86401,5729,2",O",-7,7
5976,395,4",O",-1,1
22769,1553,2",N",7,-7
28913,1974,4",N",-1,1
10487,697,3",E",-11,11
79690,5277,3",O",-2,2
79866,5288,1",N",20,-20
68832,4537,4",N",2,-2
47352,3181,4",E",18,-18
23122,1584,1",E",-1,1
12330,821,1",B",4,-4
13359,877,2",E",-8,8
15138,985,1",O",5,-5
87731,5812,4",N",-2,2
58486,3910,3",E",-1,1
17679,1169,2",B",-11,11
83564,5536,1",B",-7,7
70042,4620,4",E",12,-12
76526,5063,4",E",2,-2
14279,937,3",O",-2,2
16900,1115,4",B",-1,1
77259,5112,1",N",2,-2
79630,5272,2",E",12,-12
24398,1672,1",O",12,-12
11542,769,1",E",-11,11
48970,3292,4",N",-11,11
71041,4688,2",B",-10,10
38071,2547,3",B",-1,1
69246,4562,4",B",-4,4
14025,918,3",B",-1,1
1875,120,1",E",-1,1
80251,5315,3",N",-5,5
40048,2675,1",B",-4,4
23987,1640,4",O",-5,5
31307,2115,3",N",16,-16
10353,688,4",B",11,-11
33397,2250,4",B",-1,1
71803,4741,3",N",1,-1
74190,4906,3",E",2,-2
20156,1345,4",E",-1,1
41729,2781,2",N",-1,1
84749,5612,3",N",-4,4
78245,5178,3",E",-4,4
79382,5256,4",E",-1,1
48319,3245,4",O",-11,11
3583,235,4",O",8,-8
23694,1621,1",B",17,-17
15168,987,3",E",-1,1
85973,5702,2",N",-4,4
43545,2897,1",O",15,-15
87449,5793,2",N",-4,4
76820,5081,2",N",6,-6
71900,4747,2",E",2,-2
40809,2716,1",B",6,-6
45510,3042,2",E",-1,1
85184,5641,2",B",18,-18
62560,4159,2",E",18,-18
69103,4553,1",O",-6,6
53287,3578,4",O",2,-2
149,9,4",E",17,-17
64437,4272,1",N",-11,11
12197,815,4",N",11,-11
67514,4453,2",E",20,-20
44915,2997,2",O",-2,2
20550,1370,2",N",-1,1
12600,838,3",E",7,-7
20337,1357,1",B",-6,6
8404,558,2",B",-1,1
23730,1623,1",N",11,-11
9870,657,3",N",-9,9
11909,795,1",B",14,-14
68889,4541,1",O",-1,1
6017,398,4",N",-3,3
87107,5771,4",N",13,-13
23860,1632,3",E",-1,1
34595,2331,1",E",-13,13
39650,2651,4",N",-9,9
74549,4930,2",N",-4,4
1123,69,2",N",2,-2
55953,3752,4",N",14,-14
47919,3218,2",B",-1,1
76658,5071,4",B",-1,1
87053,5767,2",N",-1,1
19363,1285,3",O",6,-6
6130,406,4",N",-12,12
3700,244,1",N",-1,1
32435,2179,4",E",7,-7
44649,2976,2",N",-13,13
70187,4629,4",O",2,-2
41752,2783,1",E",-1,1
14039,919,1",O",-1,1
57122,3822,3",B",-4,4
83974,5563,2",B",-1,1
39214,2625,4",E",-1,1
44025,2930,1",N",4,-4
56468,3780,1",E",6,-6
8270,549,4",E",-1,1
14201,929,3",E",12,-12
74751,4945,2",E",-5,5
49583,3334,1",N",-1,1
5253,349,2",B",-13,13
41041,2730,1",B",-1,1
44754,2986,3",O",-4,4
19708,1311,1",E",-1,1
12584,837,3",B",16,-16
36666,2460,1",B",14,-14
78217,5176,3",B",2,-2
555,35,1",E",3,-3
34383,2315,1",B",4,-4
43399,2885,1",E",8,-8
2687,177,1",B",2,-2
71107,4692,2",N",-13,13
6248,413,3",B",-1,1
72402,4786,4",E",-6,6
26646,1831,4",O",-1,1
61597,4102,4",E",6,-6
933,56,4",B",2,-2
30122,2054,4",N",12,-12
2502,165,3",O",7,-7
14429,946,1",O",-15,15
16248,1067,3",B",-14,14
12003,802,4",N",-2,2
20593,1373,1",B",-15,15
21702,1472,2",N",-3,3
24991,1724,4",N",-1,1
27936,1913,1",E",-1,1
9906,659,2",N",-1,1
74191,4906,4",B",-1,1
52993,3559,2",N",16,-16
84674,5607,4",N",6,-6
87252,5780,1",O",1,-1
80144,5307,2",E",8,-8
22201,1506,3",O",2,-2
22630,1543,3",B",2,-2
49270,3313,3",B",-17,17
20225,1350,1",B",8,-8
53573,3598,4",N",6,-6
63589,4222,1",O",-13,13
70798,4672,3",O",10,-10
5164,343,2",O",12,-12
34899,2350,1",B",-6,6
47243,3174,1",E",-1,1
79175,5240,3",E",-3,3
77914,5156,4",E",13,-13
87890,5822,1",N",11,-11
86136,5712,1",N",5,-5
13160,867,3",E",6,-6
37594,2520,4",N",-11,11
80588,5337,2",B",-13,13
41345,2751,3",N",-5,5
43507,2895,3",O",-4,4
18459,1221,1",N",-1,1
50489,3394,1",E",-2,2
61234,4080,3",O",-4,4
35632,2393,4",E",-9,9
1491,95,3",N",-2,2
24097,1648,4",O",-1,1
13517,885,4",O",7,-7
86773,5752,4",N",2,-2
71000,4686,1",B",-15,15
83330,5522,4",B",11,-11
41281,2746,1",N",-1,1
16230,1066,1",N",-1,1
73524,4862,1",N",-12,12
14590,956,1",E",4,-4
31716,2138,2",E",-1,1
52768,3543,1",B",14,-14
69783,4603,1",E",-1,1
21478,1452,2",N",-1,1
61918,4121,1",O",-1,1
71835,4743,1",B",10,-10
42832,2848,2",B",-14,14
41109,2734,1",E",13,-13
20154,1345,2",B",-1,1
75387,4988,1",O",-1,1
16246,1067,1",O",-6,6
1712,111,2",O",-13,13
62578,4160,4",N",15,-15
64326,4266,2",O",-1,1
66110,4371,4",N",-1,1
52001,3494,4",E",-12,12
72085,4762,1",N",2,-2
66613,4398,3",B",-1,1
78920,5219,2",N",2,-2
83049,5503,1",N",-9,9
23574,1613,1",N",-1,1
77779,5147,1",O",-7,7
67343,4443,3",N",-1,1
33059,2225,4",B",12,-12
56808,3801,3",B",-1,1
71879,4746,1",O",4,-4
86755,5750,2",E",-3,3
25696,1771,4",N",-1,1
59316,3962,3",E",-1,1
17015,1122,3",B",-1,1
24972,1723,1",E",-1,1
80307,5318,2",N",12,-12
38868,2603,4",O",-1,1
11703,782,3",O",-1,1
11678,779,4",B",-15,15
3478,229,2",E",-1,1
13636,891,3",B",13,-13
17248,1138,2",N",3,-3
16110,1056,4",O",-3,3
27475,1884,4",N",-1,1
78371,5186,1",B",-19,19
965,59,4",N",-14,14
50143,3371,1",N",7,-7
71959,4751,1",B",-1,1
16293,1071,3",O",10,-10
47478,3189,1",N",12,-12
46640,3127,2",N",-1,1
6310,417,1",B",-6,6
42050,2799,3",N",-1,1
42216,2810,2",B",-1,1
62801,4174,3",E",-1,1
47759,3208,1",N",2,-2
13375,878,2",N",7,-7
6934,458,1",E",-15,15
20299,1355,3",O",-12,12
15213,990,4",B",-14,14
7911,525,2",O",-1,1
27552,1889,1",E",-4,4
34263,2308,1",E",7,-7
24715,1706,2",O",13,-13
71418,4714,4",N",7,-7
21353,1440,1",O",-2,2
5523,367,3",N",-1,1
66440,4389,2",O",-1,1
69289,4565,3",N",-1,1
16066,1053,4",E",4,-4
17137,1131,3",B",-1,1
66343,4384,1",E",-1,1
84174,5576,2",B",-1,1
62050,4129,1",O",2,-2
79172,5239,4",O",-7,7
3100,204,4",B",-11,11
68058,4485,2",O",7,-7
38656,2584,3",E",7,-7
70051,4620,1",N",11,-11
63279,4203,3",B",4,-4
1184,73,4",B",-1,1
77088,5100,4",E",-8,8
10481,697,1",E",5,-5
47775,3209,4",N",-1,1
17883,1183,4",N",8,-8
8177,543,3",N",-12,12
26078,1796,4",O",-1,1
36843,2471,1",O",11,-11
55517,3724,2",O",-8,8
35674,2395,4",O",-11,11
47239,3173,1",N",-2,2
3192,210,2",N",-11,11
36555,2453,2",O",-5,5
81019,5365,2",O",-1,1
48799,3280,1",N",9,-9
8557,568,2",B",-1,1
32154,2162,4",N",-2,2
24166,1652,4",B",-1,1
755,45,2",B",18,-18
33308,2245,2",O",-7,7
48396,3250,4",O",2,-2
57708,3860,1",N",-3,3
12075,807,2",B",-4,4
46392,3108,1",E",-2,2
48406,3251,4",E",-2,2
64730,4288,2",O",-1,1
50987,3427,3",E",-1,1
66884,4414,2",O",-12,12
84629,5604,3",E",15,-15
39596,2648,2",B",-13,13
6775,449,2",O",7,-7
35258,2370,4",O",-4,4
41343,2751,1",E",-1,1
55553,3727,4",N",-2,2
49678,3341,4",E",10,-10
42842,2848,4",O",-11,11
72982,4825,2",O",2,-2
25222,1741,3",N",-15,15
74682,4940,1",B",4,-4
5208,346,4",E",-1,1
26751,1838,3",N",-4,4
37892,2536,2",B",-1,1
74221,4908,2",O",2,-2
42403,2822,3",O",9,-9
75780,5012,4",N",-1,1
64740,4289,4",N",12,-12
6708,444,3",N",-1,1
49286,3314,3",B",17,-17
39734,2658,3",N",2,-2
13933,910,2",E",-1,1
60312,4024,1",E",12,-12
21861,1483,1",N",3,-3
22552,1536,1",B",-2,2
39736,2658,1",B",-12,12
28742,1963,1",B",-2,2
41027,2729,3",B",-9,9
75010,4963,1",O",-4,4
16402,1081,4",B",2,-2
420,26,3",N",-1,1
9930,661,4",E",-13,13
66944,4418,2",B",13,-13
68283,4500,3",B",-9,9
79682,5276,3",N",-14,14
26125,1799,1",O",-1,1
14378,942,2",O",6,-6
70729,4666,2",N",-15,15
10791,717,3",E",2,-2
6152,407,1",B",-1,1
51291,3447,3",N",-1,1
55745,3739,2",B",-9,9
35379,2378,1",E",-1,1
75268,4981,2",O",3,-3
39436,2638,2",N",13,-13
74772,4947,1",O",-6,6
16427,1083,1",B",-6,6
4527,299,3",O",-1,1
5031,334,4",B",-18,18
5656,374,2",E",13,-13
42081,2801,2",B",-16,16
46359,3104,4",N",2,-2
28082,1922,4",N",-7,7
4187,279,3",O",-1,1
63117,4193,1",N",-12,12
81760,5416,4",N",-1,1
38326,2561,1",E",5,-5
22623,1542,4",E",9,-9
354,22,1",E",-11,11
70646,4661,3",O",-1,1
45938,3074,1",E",12,-12
13995,916,1",N",-1,1
81271,5382,3",O",-6,6
59834,3993,1",N",-1,1
8641,573,2",N",-2,2
40689,2710,1",B",-1,1
2606,172,3",O",-1,1
24041,1644,1",E",7,-7
35768,2401,4",O",7,-7
18636,1234,2",N",2,-2
22544,1535,1",O",-6,6
34194,2305,4",E",-1,1
8132,539,4",O",-1,1
52507,3526,2",N",13,-13
59499,3973,2",N",-1,1
46237,3095,4",E",8,-8
15556,1016,3",B",-11,11
75476,4993,2",B",-7,7
277,17,4",E",-1,1
2070,134,2",B",10,-10
21308,1436,4",E",-1,1
32982,2220,3",N",-4,4
74491,4925,1",N",16,-16
34822,2343,2",N",-12,12
48335,3246,2",E",-14,14
50981,3427,1",E",-7,7
59073,3946,2",O",3,-3
56060,3759,3",N",-1,1
55052,3694,1",O",-13,13
32741,2201,4",B",-3,3
17598,1163,3",N",-1,1
80211,5312,2",N",11,-11
33186,2237,3",E",14,-14
57117,3822,2",O",12,-12
85744,5688,1",B",-8,8
63579,4222,3",O",-1,1
55856,3746,3",N",-1,1
75433,4991,3",E",-1,1
76553,5065,3",O",11,-11
50254,3379,2",B",17,-17
73305,4847,2",O",-12,12
30522,2075,2",B",-15,15
26023,1792,2",N",11,-11
69412,4573,2",E",8,-8
73565,4865,2",O",-1,1
75576,4999,4",O",13,-13
12620,839,3",B",1,-1
55347,3713,2",E",-1,1
64067,4251,3",E",-3,3
36545,2452,2",N",-1,1
14315,939,3",N",-3,3
80366,5322,2",N",-5,5
6088,403,3",E",-2,2
42845,2848,3",O",-4,4
84311,5585,1",O",3,-3
80734,5346,2",O",-1,1
6665,441,4",E",-1,1
86473,5733,2",E",4,-4
39699,2654,1",O",-11,11
14944,974,3",B",14,-14
21591,1466,3",E",-3,3
50036,3364,4",O",-1,1
83336,5522,2",E",-1,1
66485,4391,3",O",-1,1
31438,2123,2",B",-12,12
84075,5570,4",N",8,-8
17644,1166,1",E",-1,1
70883,4678,4",E",5,-5
36877,2473,3",B",-1,1
17274,1140,2",N",-3,3
15077,981,4",B",-1,1
66973,4420,3",O",-7,7
57824,3868,4",E",-10,10
11651,777,3",E",-1,1
71998,4754,4",O",2,-2
16309,1073,1",E",7,-7
87533,5798,2",E",-8,8
21473,1452,1",B",-9,9
13429,881,4",E",12,-12
67802,4471,2",B",-2,2
34745,2338,3",B",-12,12
86227,5718,4",B",10,-10
49797,3349,1",E",-1,1
10469,696,1",B",-1,1
9521,634,1",O",-12,12
30530,2076,2",O",-1,1
2805,185,2",O",13,-13
9619,641,3",O",-14,14
67004,4422,4",B",11,-11
64732,4288,4",B",-14,14
62897,4180,3",E",-6,6
53960,3623,3",N",3,-3
35075,2359,1",E",7,-7
35306,2373,2",B",-1,1
87190,5776,3",E",3,-3
43755,2912,1",O",2,-2
52386,3519,3",O",7,-7
44019,2930,3",E",-2,2
50203,3376,3",O",14,-14
17815,1178,4",O",6,-6
30131,2054,1",O",-1,1
60912,4060,1",O",10,-10
66138,4372,4",B",-8,8
29454,2008,2",O",-1,1
47151,3166,3",N",-1,1
8095,537,3",N",-1,1
42424,2823,4",B",-1,1
31092,2104,4",B",-11,11
54953,3687,4",O",-10,10
55048,3693,3",B",-1,1
64302,4265,4",E",2,-2
60389,4028,2",N",12,-12
37094,2487,4",B",-14,14
7447,495,2",B",-1,1
18393,1217,3",B",14,-14
33008,2222,1",B",7,-7
80716,5345,1",E",-9,9
14005,917,3",E",-8,8
11109,739,3",B",2,-2
14052,920,2",O",7,-7
66006,4365,4",N",-1,1
78432,5190,2",B",-8,8
36998,2481,4",E",14,-14
85660,5683,1",E",-4,4
59154,3952,1",B",-1,1
12876,852,3",O",-3,3
49381,3321,2",O",-1,1
6884,456,3",N",-1,1
55729,3738,2",B",-10,10
43947,2926,3",O",-3,3
25069,1730,3",B",-2,2
52153,3503,2",E",-12,12
70403,4644,4",O",-1,1
74288,4913,1",E",3,-3
58233,3894,2",N",3,-3
32120,2161,2",B",-1,1
17958,1188,1",B",-1,1
55145,3701,2",B",-2,2
53461,3591,2",B",-4,4
67720,4465,4",E",-6,6
5302,352,1",O",-1,1
4559,302,3",N",-1,1
47643,3200,3",E",4,-4
70586,4656,1",O",-2,2
49602,3336,2",B",2,-2
11878,793,1",E",-7,7
38535,2575,2",E",12,-12
63788,4234,4",B",-1,1
67136,4430,4",O",-6,6
71614,4726,2",E",-2,2
71587,4725,3",E",-3,3
53657,3603,2",N",-2,2
63978,4246,2",B",11,-11
37518,2514,4",B",-1,1
2835,187,2",O",13,-13
55057,3694,2",E",14,-14
4232,281,1",N",5,-5
8266,549,4",N",-14,14
72849,4817,1",E",12,-12
6746,447,3",O",12,-12
71423,4714,1",B",10,-10
49287,3314,4",O",4,-4
65208,4317,2",N",-7,7
81519,5398,2",O",-6,6
54040,3628,1",B",-1,1
13484,884,3",O",-3,3
36767,2467,3",O",-12,12
68496,4513,2",O",-3,3
35765,2401,1",O",-3,3
9269,617,4",B",-3,3
56832,3803,1",O",15,-15
30324,2066,4",N",12,-12
21617,1468,1",O",-14,14
46466,3113,2",O",2,-2
74325,4914,3",E",-1,1
55282,3709,3",B",-4,4
61562,4100,3",N",15,-15
10549,701,3",E",-1,1
87817,5817,2",O",-14,14
84554,5599,4",O",-5,5
25307,1746,4",O",-12,12
12129,810,4",O",-8,8
66448,4389,2",E",3,-3
38252,2558,3",O",-6,6
80913,5358,2",B",-1,1
61655,4105,2",E",8,-8
